ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COG
1152	Yeruva	moon	nilatʃi	nilatʃi	n i l a tʃ i		moon-B
1153	Betta_Kurumba	moon	pəɾi	pəɾi	p ə ɾ i		moon-C
1154	Malto	moon	bilpdu	bilpdu	b i l p d u		moon-D
1155	Brahui	moon	ʈu:be	ʈu:be	ʈ uː b e		moon-E
1156	Gondi	moon	dʒango	dʒango	dʒ a n g o		moon-F
1157	Kota	moon	una:ʋə	una:ʋə	u n aː ʋ ə		moon-G
1158	Koya	mountain	gubal	gubal	g u b a l		mountain-A
1159	Betta_Kurumba	mountain	bəʈʈə	bəʈʈə	b ə ʈː ə		mountain-B
1160	Kannada	mountain	beʈʈa	beʈʈa	b e ʈː a		mountain-B
1161	Kodava	mountain	kundə	kundə	k u n d ə		mountain-C
1162	Telugu	mountain	konɖa	konɖa	k o n ɖ a		mountain-C
1163	Yeruva	mountain	kundə	kundə	k u n d ə		mountain-C
1164	Badga	mountain	male	male	m a l e		mountain-D
1165	Brahui	mountain	maʃ	maʃ	m a ʃ		mountain-D
1166	Malayalam	mountain	mala	mala	m a l a		mountain-D
1167	Tamil	mountain	malai	malai	m a l a i		mountain-D
1168	Gondi	mountain	meʈʈa	meʈʈa	m e ʈː a		mountain-E
1169	Koya	mountain	meʈʈa	meʈʈa	m e ʈː a		mountain-E
1170	Malayalam	mountain	paɾʋatam	paɾʋatam	p a ɾ ʋ a t a m	LOAN	mountain-F
1171	Telugu	mountain	paɾʋatamu	paɾʋatamu	p a ɾ ʋ a t a m u	LOAN	mountain-F
1172	Toda	mountain	tiʈʈə	tiʈʈə	t i ʈː ə		mountain-G
1173	Tulu	mountain	da:ɾi	da:ɾi	d aː ɾ i		mountain-H
1174	Malto	mountain	be:ɖo paha:ɖi	be:ɖo paha:ɖi	b eː ɖ o + p a h aː ɖ i		mountain-I
1175	Kurukh	mountain	paɾta	paɾta	p a ɾ t a		mountain-J
1176	Kolami	mountain	danɖime:ʈ	danɖime:ʈ	d a n ɖ i m eː ʈ		mountain-K
1177	Kota	mountain	ʋe:ʈume	ʋe:ʈume	ʋ eː ʈ u m e		mountain-L
1178	Ollari_Gadba	mountain	kappe	kappe	k a pː e		mountain-M
1179	Betta_Kurumba	mouth	ba:jə	ba:jə	b aː j ə		mouth-A
1180	Brahui	mouth	ba:	ba:	b aː		mouth-A
1181	Kannada	mouth	ba:ji	ba:ji	b aː j i		mouth-A
1182	Kodava	mouth	ba:ji	ba:ji	b aː j i		mouth-A
1183	Kota	mouth	ʋa:ji	ʋa:ji	ʋ aː j i		mouth-A
1184	Kurukh	mouth	baji	baji	b a j i		mouth-A
1185	Malayalam	mouth	ʋa:ja	ʋa:ja	ʋ aː j a		mouth-A
1186	Parji	mouth	vāy	vāy	v aː y		mouth-A
1187	Tamil	mouth	ʋa:ji	ʋa:ji	ʋ aː j i		mouth-A
1188	Tamil	mouth	ʋa:	ʋa:	ʋ aː		mouth-A
1189	Toda	mouth	po:i	po:i	p oː i		mouth-A
1190	Tulu	mouth	ba:ji	ba:ji	b aː j i		mouth-A
1191	Yeruva	mouth	ba:ji	ba:ji	b aː j i		mouth-A
1192	Telugu	mouth	no:ɾu	no:ɾu	n oː ɾ u		mouth-B
1193	Koya	mouth	pavu:ɾ	pavu:ɾ	p a v uː ɾ		mouth-C
1194	Badga	mouth	pe	pe	p e		mouth-D
1195	Gondi	mouth	toɖɖi	toɖɖi	t o ɖː i		mouth-E
1196	Malto	mouth	toɾo	toɾo	t o ɾ o		mouth-E
1197	Kolami	mouth	mu:ti	mu:ti	m uː t i		mouth-F
1198	Kuwi	mouth	guʈi	guʈi	g u ʈ i		mouth-G
1199	Ollari_Gadba	mouth	tʃa:lu	tʃa:lu	tʃ aː l u		mouth-H
1200	Badga	name	esaɾə	esaɾə	e s a ɾ ə		name-A
1201	Betta_Kurumba	name	pja:ɾə	pja:ɾə	p j aː ɾ ə		name-A
1202	Brahui	name	pin	pin	p i n		name-A
1203	Gondi	name	poɾol	poɾol	p o ɾ o l		name-A
1204	Kannada	name	hesaru	hesaru	h e s a r u		name-A
1205	Kodava	name	peda	peda	p e d a		name-A
1206	Kolami	name	pe:ɾ	pe:ɾ	p eː ɾ		name-A
1207	Kota	name	pe:ɾ	pe:ɾ	p eː ɾ		name-A
1208	Koya	name	pedeɾ	pedeɾ	p e d e ɾ		name-A
1209	Kuwi	name	doru	doru	d o r u		name-A
1210	Malayalam	name	peɾə	peɾə	p e ɾ ə		name-A
1211	Parji	name	pidir	pidir	p i d i r		name-A
1212	Tamil	name	pe:ɾə	pe:ɾə	p eː ɾ ə		name-A
1213	Telugu	name	pe:ɾu	pe:ɾu	p eː ɾ u		name-A
1214	Toda	name	pe:ɾ	pe:ɾ	p eː ɾ		name-A
1215	Tulu	name	pudaɾə	pudaɾə	p u d a ɾ ə		name-A
1216	Yeruva	name	pe:ɾu	pe:ɾu	p eː ɾ u		name-A
1217	Kurukh	name	na:me	na:me	n aː m e	LOAN	name-B
1218	Malto	name	na:mi	na:mi	n aː m i	LOAN	name-B
1219	Badga	neck	katə	katə	k a t ə		neck-A
1220	Kota	neck	kaɖate:l	kaɖate:l	k a ɖ a t eː l		neck-A
1221	Malayalam	neck	kaɻutə	kaɻutə	k a ɻ u t ə		neck-A
1222	Tamil	neck	kaɭuttə	kaɭuttə	k a ɭ u tː ə		neck-A
1223	Koya	neck	meɖaka:ja	meɖaka:ja	m e ɖ a k aː j a		neck-B
1224	Telugu	neck	meɖa	meɖa	m e ɖ a		neck-B
1225	Toda	neck	maɾ	maɾ	m a ɾ		neck-B
1226	Kurukh	neck	kʰesir	kʰesir	kʰ e s i r		neck-C
1227	Malto	neck	asaɾdu	asaɾdu	a s a ɾ d u		neck-C
1228	Kannada	neck	kuthige	kuthige	k u tʰ i g e		neck-D
1229	Kodava	neck	bo:ɭe	bo:ɭe	b oː ɭ e		neck-E
1230	Yeruva	neck	bo:ɭe	bo:ɭe	b oː ɭ e		neck-E
1231	Tulu	neck	kekkilə	kekkilə	k e kː i l ə		neck-F
1232	Betta_Kurumba	neck	kp:ma:ɭi	kp:ma:ɭi	k pː m aː ɭ i		neck-G
1233	Kolami	neck	mak	mak	m a k		neck-H
1234	Brahui	neck	lex	lex	l e x		neck-I
1235	Malto	neck	ɖo:nɖo	ɖo:nɖo	ɖ oː n ɖ o		neck-J
1236	Ollari_Gadba	neck	kanɖ	kanɖ	k a n ɖ		neck-K
1237	Gondi	neck	guɖunga	guɖunga	g u ɖ u n g a		neck-L
1238	Badga	new	ostə	ostə	o s t ə		new-A
1239	Kolami	new	kota	kota	k o t a		new-B
1240	Koya	new	kottad	kottad	k o tː a d		new-B
1241	Telugu	new	kotta	kotta	k o tː a		new-B
1242	Brahui	new	pu:skun	pu:skun	p uː s k u n		new-C
1243	Gondi	new	puna	puna	p u n a		new-C
1244	Kannada	new	hosadu	hosadu	h o s a d u		new-C
1245	Kodava	new	pudija	pudija	p u d i j a		new-C
1246	Kota	new	pudijadə	pudijadə	p u d i j a d ə		new-C
1247	Kurukh	new	pu:na	pu:na	p uː n a		new-C
1248	Kuwi	new	puni	puni	p u n i		new-C
1249	Malayalam	new	pudija	pudija	p u d i j a		new-C
1250	Malto	new	pu:na	pu:na	p uː n a		new-C
1251	Parji	new	pun	pun	p u n		new-C
1252	Tamil	new	pudusə	pudusə	p u d u s ə		new-C
1253	Tamil	new	pudu	pudu	p u d u		new-C
1254	Toda	new	pudu:n	pudu:n	p u d uː n		new-C
1255	Tulu	new	posatta	posatta	p o s a tː a		new-C
1256	Yeruva	new	pudijai	pudijai	p u d i j a i		new-C
1257	Betta_Kurumba	new	pəjjmən	pəjjmən	p ə j j m ə n		new-D
1258	Ollari_Gadba	new	nia	nia	n i a	LOAN	new-E
1259	Badga	night	iɾə	iɾə	i ɾ ə		night-A
1260	Kota	night	e:lumaɾam	e:lumaɾam	eː l u m a ɾ a m		night-A
1261	Tamil	night	iɾa:ʋə	iɾa:ʋə	i ɾ aː ʋ ə		night-A
1262	Tamil	night	ɾa:ʋə	ɾa:ʋə	ɾ aː ʋ ə		night-A
1263	Kannada	night	ɾa:tɾi	ɾa:tɾi	ɾ aː t ɾ i	LOAN	night-B
1264	Malayalam	night	ɾa:tɾi	ɾa:tɾi	ɾ aː t ɾ i	LOAN	night-B
1265	Malto	night	ɾa:ti	ɾa:ti	ɾ aː t i	LOAN	night-B
1266	Tamil	night	ɾa:tɾi	ɾa:tɾi	ɾ aː t ɾ i	LOAN	night-B
1267	Telugu	night	ɾa:tɾi	ɾa:tɾi	ɾ aː t ɾ i	LOAN	night-B
1268	Tulu	night	ɾa:tɾe	ɾa:tɾe	ɾ aː t ɾ e	LOAN	night-B
1269	Kurukh	night	ma:ha	ma:ha	m aː h a		night-C
1270	Malto	night	ma:a:	ma:a:	m aː aː		night-C
1271	Koya	night	mulipe	mulipe	m u l i p e		night-D
1272	Kodava	night	bajiʈə	bajiʈə	b a j i ʈ ə		night-E
1273	Yeruva	night	andi	andi	a n d i		night-F
1274	Betta_Kurumba	night	ədlə	ədlə	ə d l ə		night-G
1275	Toda	night	ekka:ɖə	ekka:ɖə	e kː aː ɖ ə		night-H
1276	Gondi	night	naɾkaɖ	naɾkaɖ	n a ɾ k a ɖ		night-I
1277	Brahui	night	nam	nam	n a m		night-J
1278	Kuwi	night	la:n	la:n	l aː n		night-J
1279	Kolami	night	siɾbedin	siɾbedin	s i ɾ b e d i n		night-K
1280	Badga	nose	mu:kə	mu:kə	m uː k ə		nose-A
1281	Betta_Kurumba	nose	mu:kkə	mu:kkə	m uː kː ə		nose-A
1282	Kannada	nose	mu:gə	mu:gə	m uː g ə		nose-A
1283	Kodava	nose	mu:kkə	mu:kkə	m uː kː ə		nose-A
1284	Kolami	nose	mu:kk	mu:kk	m uː kː		nose-A
1285	Kota	nose	mu:kə	mu:kə	m uː k ə		nose-A
1286	Kurukh	nose	mu:ji	mu:ji	m uː j i		nose-A
1287	Kuwi	nose	mungeli	mungeli	m u n g e l i		nose-A
1288	Malayalam	nose	mu:kə	mu:kə	m uː k ə		nose-A
1289	Ollari_Gadba	nose	mungan	mungan	m u n g a n		nose-A
1290	Parji	nose	muvãḍ	muvãḍ	m u v ã ɖ		nose-A
1291	Tamil	nose	mu:kə	mu:kə	m uː k ə		nose-A
1292	Telugu	nose	mukku	mukku	m u kː u		nose-A
1293	Tulu	nose	mu:gu	mu:gu	m uː g u		nose-A
1294	Yeruva	nose	mu:kkə	mu:kkə	m uː kː ə		nose-A
1295	Gondi	nose	mosoɾ	mosoɾ	m o s o ɾ		nose-B
1296	Koya	nose	mosso:ɾ	mosso:ɾ	m o sː oː ɾ		nose-B
1297	Toda	nose	mittu:p	mittu:p	m i tː uː p		nose-C
1298	Malto	nose	muso:	muso:	m u s oː		nose-D
1299	Brahui	nose	ba:mus	ba:mus	b aː m u s		nose-E
1300	Betta_Kurumba	not	ila	ila	i l a		not-A
1301	Gondi	not	helle	helle	h e lː e		not-A
1302	Kodava	not	ille	ille	i lː e		not-A
1303	Kota	not	illa	illa	i lː a		not-A
1304	Koya	not	ille	ille	i lː e		not-A
1305	Malayalam	not	illa	illa	i lː a		not-A
1306	Tamil	not	ille	ille	i lː e		not-A
1307	Telugu	not	le:du	le:du	l eː d u		not-A
1308	Yeruva	not	ille	ille	i lː e		not-A
1309	Kolami	not	ka:du	ka:du	k aː d u		not-B
1310	Telugu	not	ka:du	ka:du	k aː d u		not-B
1311	Betta_Kurumba	not	ala	ala	a l a		not-C
1312	Kannada	not	alla	alla	a lː a		not-C
1313	Badga	not	kulle	kulle	k u lː e		not-D
1314	Toda	not	a:ɖudi	a:ɖudi	aː ɖ u d i		not-E
1315	Tulu	not	a:tu	a:tu	aː t u		not-E
1316	Kurukh	not	mala	mala	m a l a		not-F
1317	Malto	not	mala:	mala:	m a l aː		not-F
1318	Brahui	not	a:xa	a:xa	aː x a		not-G
1319	Brahui	not	nƐ	nƐ	n ɛ		not-H
1320	Malto	not	hambija	hambija	h a m b i j a		not-I
1321	Badga	one	ondə	ondə	o n d ə		one-A
1322	Betta_Kurumba	one	ʋandə	ʋandə	ʋ a n d ə		one-A
1323	Brahui	one	asit	asit	a s i t		one-A
1324	Gondi	one	ondi	ondi	o n d i		one-A
1325	Kannada	one	ondu	ondu	o n d u		one-A
1326	Kodava	one	ondə	ondə	o n d ə		one-A
1327	Kolami	one	okko:t	okko:t	o kː oː t		one-A
1328	Kota	one	o:dit	o:dit	oː d i t		one-A
1329	Koya	one	oɾɾo:ʈ	oɾɾo:ʈ	o ɾ ɾ oː ʈ		one-A
1330	Kurukh	one	o:nd	o:nd	oː n d		one-A
1331	Kuwi	one	ranɖi	ranɖi	r a n ɖ i		one-A
1332	Malayalam	one	onnə	onnə	o nː ə		one-A
1333	Malto	one	o:nd	o:nd	oː n d		one-A
1334	Ollari_Gadba	one	okuʈi	okuʈi	o k u ʈ i		one-A
1335	Parji	one	ok	ok	o k		one-A
1336	Tamil	one	onnə	onnə	o nː ə		one-A
1337	Telugu	one	okaʈi	okaʈi	o k a ʈ i		one-A
1338	Tulu	one	ondʒi	ondʒi	o n dʒ i		one-A
1339	Yeruva	one	ondʒu	ondʒu	o n dʒ u		one-A
1340	Toda	one	uttə	uttə	u tː ə		one-B
1341	Kannada	person	manusa	manusa	m a n u s a	LOAN	person-A
1342	Kodava	person	manasa	manasa	m a n a s a	LOAN	person-A
1343	Kolami	person	maniʂa:n	maniʂa:n	m a n i ʂ aː n	LOAN	person-A
1344	Koya	person	mansu:ɳɖ	mansu:ɳɖ	m a n s uː ɳ ɖ	LOAN	person-A
1345	Malayalam	person	manuʂan	manuʂan	m a n u ʂ a n	LOAN	person-A
1346	Tamil	person	maṉitaṉ	maṉitaṉ	m a n̪ i t a n̪	LOAN	person-A
1347	Tamil	person	manuʂan	manuʂan	m a n u ʂ a n	LOAN	person-A
1348	Telugu	person	maniʂi	maniʂi	m a n i ʂ i	LOAN	person-A
1349	Tulu	person	manuʂe:	manuʂe:	m a n u ʂ eː	LOAN	person-A
1350	Yeruva	person	manutʃe	manutʃe	m a n u tʃ e	LOAN	person-A
1351	Badga	person	kanɖə	kanɖə	k a n ɖ ə		person-B
1352	Toda	person	kinnu:ɖə	kinnu:ɖə	k i nː uː ɖ ə		person-C
1353	Betta_Kurumba	person	a:ɭə ~ a:ɭu	a:ɭə	aː ɭ ə		person-D
1354	Betta_Kurumba	person	a:ɭə ~ a:ɭu	a:ɭu	aː ɭ u		
1355	Kurukh	person	a:l	a:l	aː l		person-D
1356	Gondi	person	lokuɾ	lokuɾ	l o k u ɾ		person-E
1357	Malto	person	malah	malah	m a l a h		person-F
1358	Brahui	person	bandag	bandag	b a n d a g		person-G
1359	Badga	rain	me	me	m e		rain-A
1360	Betta_Kurumba	rain	maɭi	maɭi	m a ɭ i		rain-A
1361	Kannada	rain	maɭe	maɭe	m a ɭ e		rain-A
1362	Kodava	rain	maɭe	maɭe	m a ɭ e		rain-A
1363	Kota	rain	mai	mai	m a i		rain-A
1364	Malayalam	rain	maɻa	maɻa	m a ɻ a		rain-A
1365	Tamil	rain	maɻai	maɻai	m a ɻ a i		rain-A
1366	Toda	rain	meɖutti	meɖutti	m e ɖ u tː i		rain-A
1367	Yeruva	rain	maɭe	maɭe	m a ɭ e		rain-A
1368	Telugu	rain	ʋarʂam	ʋarʂam	ʋ a r ʂ a m	LOAN	rain-B
1369	Tulu	rain	baɾsa	baɾsa	b a ɾ s a	LOAN	rain-B
1370	Kolami	rain	ʋa:na	ʋa:na	ʋ aː n a		rain-C
1371	Koya	rain	ʋa:na	ʋa:na	ʋ aː n a		rain-C
1372	Parji	rain	vāni	vāni	v aː n i		rain-C
1373	Telugu	rain	ʋa:na	ʋa:na	ʋ aː n a		rain-C
1374	Brahui	rain	pƐɾ	pƐɾ	p ɛ ɾ		rain-D
1375	Gondi	rain	piɾ	piɾ	p i ɾ		rain-D
1376	Malto	rain	dʒaɖa:	dʒaɖa:	dʒ a ɖ aː		rain-E
1377	Kurukh	rain	tʃe:p	tʃe:p	tʃ eː p		rain-F
1378	Kuwi	rain	bela	bela	b e l a		rain-G
1379	Badga	red	keppə	keppə	k e pː ə		red-A
1380	Brahui	red	xi:sun	xi:sun	x iː s u n		red-A
1381	Kannada	red	kempu	kempu	k e m p u		red-A
1382	Kodava	red	tʃo:pə	tʃo:pə	tʃ oː p ə		red-A
1383	Kurukh	red	kheso	kheso	k h e s o		red-A
1384	Malayalam	red	tʃumappə	tʃumappə	tʃ u m a pː ə		red-A
1385	Malto	red	e:so	e:so	eː s o		red-A
1386	Parji	red	key	key	k e y		red-A
1387	Tamil	red	ce-m-	ce-m-	c e + m		red-A
1388	Tamil	red	seʋappə	seʋappə	s e ʋ a pː ə		red-A
1389	Tamil	red	segappə	segappə	s e g a pː ə		red-A
1390	Toda	red	keppə	keppə	k e pː ə		red-A
1391	Tulu	red	kempu	kempu	k e m p u		red-A
1392	Yeruva	red	tʃo:pə	tʃo:pə	tʃ oː p ə		red-A
1393	Gondi	red	eɾɾag	eɾɾag	e ɾ ɾ a g		red-B
1394	Gondi	red	jeɾɾag	jeɾɾag	j e ɾ ɾ a g		red-B
1395	Kolami	red	jeruɖi	jeruɖi	j e r u ɖ i		red-B
1396	Koya	red	eɾɾa	eɾɾa	e ɾ ɾ a		red-B
1397	Telugu	red	eɾupu	eɾupu	e ɾ u p u		red-B
1398	Betta_Kurumba	red	tissəgaɳɖa:ngi	tissəgaɳɖa:ngi	t i sː ə g a ɳ ɖ aː n g i		red-C
1399	Kota	red	netiɾ	netiɾ	n e t i ɾ		red-D
1400	Kuwi	red	netuɾi	netuɾi	n e t u ɾ i		red-D
1401	Kuwi	red	gaɖga	gaɖga	g a ɖ g a		red-E
1402	Malayalam	road	ʋaɻi	ʋaɻi	ʋ a ɻ i		road-A
1403	Tamil	road	vaḻi	vaḻi	v a l̪ i		road-A
1404	Kannada	road	mārga	mārga	m aː r g a	LOAN	road-B
1405	Telugu	road	ma:ɾgamu	ma:ɾgamu	m aː ɾ g a m u	LOAN	road-B
1406	Malto	road	pa:odu	pa:odu	p aː o d u		road-C
1407	Parji	road	pāv	pāv	p aː v		road-C
1408	Badga	road	ta:ɾi	ta:ɾi	t aː ɾ i		road-D
1409	Kolami	road	daaɾ	daaɾ	d a a ɾ		road-D
1410	Kota	road	ta:ɾi	ta:ɾi	t aː ɾ i		road-D
1411	Kurukh	road	ɖahaɾe	ɖahaɾe	ɖ a h a ɾ e		road-D
1412	Telugu	road	da:ɾi	da:ɾi	d aː ɾ i		road-D
1413	Betta_Kurumba	road	baʈʈi	baʈʈi	b a ʈː i		road-E
1414	Kodava	road	ba:te	ba:te	b aː t e		road-E
1415	Telugu	road	ba:ʈa	ba:ʈa	b aː ʈ a		road-E
1416	Kannada	road	raste	raste	r a s t e	LOAN	road-F
1417	Kodava	road	ɾaste	ɾaste	ɾ a s t e	LOAN	road-F
1418	Ollari_Gadba	road	rasta	rasta	r a s t a		road-F
1419	Yeruva	road	raste	raste	r a s t e	LOAN	road-F
1420	Toda	road	a:laɾ	a:laɾ	aː l a ɾ		road-G
1421	Tulu	road	paɾvata	paɾvata	p a ɾ v a t a		road-H
1422	Brahui	road	saɖak	saɖak	s a ɖ a k	LOAN	road-I
1423	Gondi	road	haɾɾi	haɾɾi	h a ɾ ɾ i		road-J
1424	Koya	road	aɾɾi	aɾɾi	a ɾ ɾ i		road-J
1425	Kolami	road	ta:ʋu	ta:ʋu	t aː ʋ u		road-K
1426	Badga	root	pe:ɾə	pe:ɾə	p eː ɾ ə		root-A
1427	Betta_Kurumba	root	bja:ɾə	bja:ɾə	b j aː ɾ ə		root-A
1428	Kannada	root	be:ɾu	be:ɾu	b eː ɾ u		root-A
1429	Kodava	root	be:ɾə	be:ɾə	b eː ɾ ə		root-A
1430	Kolami	root	ʋe:ɾkam	ʋe:ɾkam	ʋ eː ɾ k a m		root-A
1431	Koya	root	ʋe:ɾ	ʋe:ɾ	ʋ eː ɾ		root-A
1432	Kuwi	root	ʋeɾ	ʋeɾ	ʋ e ɾ		root-A
1433	Malayalam	root	ʋe:ɾə	ʋe:ɾə	ʋ eː ɾ ə		root-A
1434	Parji	root	vār	vār	v aː r		root-A
1435	Tamil	root	ʋe:ɾə	ʋe:ɾə	ʋ eː ɾ ə		root-A
1436	Telugu	root	ʋe:ɾu	ʋe:ɾu	ʋ eː ɾ u		root-A
1437	Toda	root	ʋeɾ	ʋeɾ	ʋ e ɾ		root-A
1438	Tulu	root	be:ɾu	be:ɾu	b eː ɾ u		root-A
1439	Yeruva	root	be:ɾə	be:ɾə	b eː ɾ ə		root-A
1440	Kurukh	root	pa:da	pa:da	p aː d a		root-B
1441	Ollari_Gadba	root	kuɾe	kuɾe	k u ɾ e		root-C
1442	Malto	root	banda:	banda:	b a n d aː		root-D
1443	Brahui	root	ɾo:tƐ	ɾo:tƐ	ɾ oː t ɛ		root-E
1444	Gondi	root	hi:ɾ	hi:ɾ	h iː ɾ		root-F
1445	Kannada	round	baṭṭa	baṭṭa	b a ʈː a	LOAN	round-A
1446	Kota	round	ʋaʈam	ʋaʈam	ʋ a ʈ a m	LOAN	round-A
1447	Malayalam	round	vaṭṭa-	vaṭṭa-	v a ʈː a	LOAN	round-A
1448	Tamil	round	ʋaʈʈam	ʋaʈʈam	ʋ a ʈː a m	LOAN	round-A
1449	Gondi	round	guɳɖɾal	guɳɖɾal	g u ɳ ɖ ɾ a l		round-B
1450	Koya	round	guɳɖɾa:n	guɳɖɾa:n	g u ɳ ɖ ɾ aː n		round-B
1451	Kurukh	round	guʈiɳɖa	guʈiɳɖa	g u ʈ i ɳ ɖ a		round-B
1452	Malto	round	guɖme	guɖme	g u ɖ m e		round-B
1453	Malto	round	guɖijo	guɖijo	g u ɖ i j o		round-B
1454	Telugu	round	guɳɖɾani	guɳɖɾani	g u ɳ ɖ ɾ a n i		round-B
1455	Kannada	round	duɳɖane	duɳɖane	d u ɳ ɖ a n e		round-C
1456	Kodava	round	uɾuʈa	uɾuʈa	u ɾ u ʈ a		round-D
1457	Malayalam	round	uɾunɖa	uɾunɖa	u ɾ u n ɖ a		round-D
1458	Tamil	round	uɾunɖai	uɾunɖai	u ɾ u n ɖ a i		round-D
1459	Toda	round	uʈʈi	uʈʈi	u ʈː i		round-D
1460	Tulu	round	uɾuʈə	uɾuʈə	u ɾ u ʈ ə		round-D
1461	Yeruva	round	uɾuʈu	uɾuʈu	u ɾ u ʈ u		round-D
1462	Betta_Kurumba	round	bəjnsakɾangu:də	bəjnsakɾangu:də	b ə j n s a k ɾ a n g uː d ə		round-E
1463	Brahui	round	go:l peɾi	go:l peɾi	g oː l + p e ɾ i	LOAN	round-F
1464	Kolami	round	bubbaɾi	bubbaɾi	b u bː a ɾ i		round-G
1465	Betta_Kurumba	sand	maɳalə	maɳalə	m a ɳ a l ə		sand-A
1466	Kannada	sand	maraɭu	maraɭu	m a r a ɭ u		sand-A
1467	Kodava	sand	maɳa	maɳa	m a ɳ a		sand-A
1468	Malayalam	sand	maɳal	maɳal	m a ɳ a l		sand-A
1469	Ollari_Gadba	sand	ma:n	ma:n	m aː n		sand-A
1470	Parji	sand	man	man	m a n		sand-A
1471	Tamil	sand	maɳal	maɳal	m a ɳ a l		sand-A
1472	Toda	sand	manal	manal	m a n a l		sand-A
1473	Yeruva	sand	maɳə	maɳə	m a ɳ ə		sand-A
1474	Gondi	sand	uske	uske	u s k e		sand-B
1475	Kannada	sand	usubu	usubu	u s u b u		sand-B
1476	Kolami	sand	usuka	usuka	u s u k a		sand-B
1477	Koya	sand	isike	isike	i s i k e		sand-B
1478	Telugu	sand	isuka	isuka	i s u k a		sand-B
1479	Tulu	sand	pojja	pojja	p o j j a		sand-C
1480	Badga	sand	pakke	pakke	p a kː e		sand-D
1481	Brahui	sand	ɾe:k	ɾe:k	ɾ eː k		sand-E
1482	Kurukh	sand	tʃalkuɾu	tʃalkuɾu	tʃ a l k u ɾ u		sand-F
1483	Kuwi	sand	bali	bali	b a l i		sand-F
1484	Malto	sand	ba:li	ba:li	b aː l i		sand-G
1485	Tamil	say	tʃollə	tʃollə	tʃ o lː ə		say-A
1486	Tamil	say	sollə	sollə	s o lː ə		say-A
1487	Malayalam	say	paɾajuga	paɾajuga	p a ɾ a j u g a		say-B
1488	Yeruva	say	paɾe	paɾe	p a ɾ e		say-B
1489	Kannada	say	heɭu	heɭu	h e ɭ u		say-C
1490	Telugu	say	tʃeppu	tʃeppu	tʃ e pː u		say-D
1491	Gondi	say	in	in	i n		say-E
1492	Kodava	say	annə	annə	a nː ə		say-E
1493	Parji	say	en-	en-	e n		say-E
1494	Betta_Kurumba	say	pə:ɭ	pə:ɭ	p əː ɭ		say-F
1495	Koya	say	kella	kella	k e lː a		say-G
1496	Badga	say	egəʋə	egəʋə	e g ə ʋ ə		say-H
1497	Toda	say	a:ʋaɖə	a:ʋaɖə	aː ʋ a ɖ ə		say-I
1498	Tulu	say	paɳaɾa	paɳaɾa	p a ɳ a ɾ a		say-J
1499	Brahui	say	pa:ning	pa:ning	p aː n i n g		say-K
1500	Kurukh	say	bakʰna	bakʰna	b a kʰ n a		say-L
1501	Kota	say	paidu	paidu	p a i d u		say-M
1502	Malto	say	hauɖpo	hauɖpo	h a u ɖ p o		say-N
1503	Malayalam	see	ka:ɳuka	ka:ɳuka	k aː ɳ u k a		see-A
1504	Tamil	see	kāṇ-	kāṇ-	k aː ɳ		see-A
1505	Badga	see	no:ɖə	no:ɖə	n oː ɖ ə		see-B
1506	Betta_Kurumba	see	no:ɖ ~ najɾ	no:ɖ	n oː ɖ		see-B
1507	Betta_Kurumba	see	no:ɖ ~ najɾ	najɾ	n a j ɾ		
1508	Kannada	see	no:ɖu	no:ɖu	n oː ɖ u		see-B
1509	Kodava	see	no:ʈə	no:ʈə	n oː ʈ ə		see-B
1510	Kota	see	no:ʈə	no:ʈə	n oː ʈ ə		see-B
1511	Toda	see	nu:ʈ	nu:ʈ	n uː ʈ		see-B
1512	Yeruva	see	no:ku	no:ku	n oː k u		see-B
1513	Gondi	see	huɖa	huɖa	h u ɖ a		see-C
1514	Ollari_Gadba	see	tʃu	tʃu	tʃ u		see-C
1515	Telugu	see	tʃu:ɖu	tʃu:ɖu	tʃ uː ɖ u		see-C
1516	Koya	see	u:ɖa	u:ɖa	uː ɖ a		see-E
1517	Tamil	see	pa:ɾə	pa:ɾə	p aː ɾ ə		see-F
1518	Tulu	see	tuʋa:ɾa	tuʋa:ɾa	t u ʋ aː ɾ a		see-G
1519	Kurukh	see	je:ɾna	je:ɾna	j eː ɾ n a		see-H
1520	Brahui	see	unning	unning	u nː i n g		see-I
1521	Malto	see	ʈunɖpo	ʈunɖpo	ʈ u n ɖ p o		see-J
1522	Kolami	see	ta:na	ta:na	t aː n a		see-K
1523	Badga	seed	pittə	pittə	p i tː ə		seed-A
1524	Betta_Kurumba	seed	bissə ~ bitʃtʃə	bissə	b i sː ə		seed-A
1525	Betta_Kurumba	seed	bissə ~ bitʃtʃə	bitʃtʃə	b i tʃː ə		
1526	Brahui	seed	bedʒdʒ	bedʒdʒ	b e dʒː		seed-A
1527	Gondi	seed	vidʒdʒa"	vidʒdʒa"	v i dʒː a		seed-A
1528	Kannada	seed	bede	bede	b e d e		seed-A
1529	Kannada	seed	bi:dʒa	bi:dʒa	b iː dʒ a		seed-A
1530	Kolami	seed	ʋittanam	ʋittanam	ʋ i tː a n a m		seed-A
1531	Kota	seed	ʋitu	ʋitu	ʋ i t u		seed-A
1532	Kurukh	seed	bi:	bi:	b iː		seed-A
1533	Malayalam	seed	vita	vita	v i t a		seed-A
